		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Saudi Arabia	SAU	-0.16	0.26	4.00	51.08	32.26	62.90	-0.25	0.23	4.00	47.94	31.44	61.34	-0.19	0.26	4.00	50.76	31.47	63.45	0.20	0.20	5.00	62.63	53.54	72.73	-0.15	0.22	5.00	55.05	35.35	62.12	-0.29	0.21	5.00	48.78	29.27	56.59	-0.10	0.20	5.00	54.63	42.44	60.98	-0.19	0.19	6.00	51.71	37.56	59.51	-0.17	0.18	7.00	53.40	37.86	59.71	-0.01	0.17	8.00	58.74	48.54	64.56	-0.02	0.18	9.00	58.85	46.89	65.55	0.04	0.17	9.00	59.05	50.00	66.19	-0.31	0.18	8.00	48.82	32.70	57.35	-0.04	0.17	9.00	57.82	46.92	63.03	-0.02	0.17	9.00	59.24	46.92	63.51	0.09	0.16	8.00	59.13	52.40	65.87	0.05	0.16	7.00	58.65	52.40	65.87	0.23	0.16	8.00	63.94	56.25	67.31	0.36	0.14	8.00	65.87	59.62	71.15	0.36	0.15	8.00	65.87	59.62	72.12	0.27	0.17	8.00	62.98	57.69	69.71
Sudan	SDN	-1.24	0.26	4.00	6.99	0.00	25.27	-1.07	0.21	6.00	13.40	1.03	29.90	-0.87	0.22	6.00	23.35	6.09	35.53	-1.02	0.20	6.00	13.64	2.02	30.81	-1.24	0.20	7.00	7.07	0.51	17.17	-1.28	0.18	8.00	8.78	0.98	14.15	-1.37	0.18	8.00	4.88	0.00	13.17	-1.18	0.18	9.00	9.27	1.95	19.51	-1.32	0.18	10.00	4.85	0.00	16.02	-1.42	0.18	10.00	3.88	0.00	11.17	-1.15	0.17	10.00	10.53	1.91	20.10	-1.19	0.17	11.00	9.52	1.90	18.57	-1.18	0.16	11.00	9.00	1.90	18.96	-1.49	0.16	11.00	0.95	0.00	9.00	-1.47	0.16	12.00	1.42	0.00	9.48	-1.45	0.15	12.00	3.37	0.00	9.13	-1.47	0.15	12.00	3.37	0.00	10.10	-1.53	0.15	12.00	3.85	0.00	8.65	-1.53	0.14	12.00	3.37	0.00	8.17	-1.43	0.14	12.00	5.77	0.48	10.58	-1.37	0.15	12.00	7.69	1.92	12.50
Senegal	SEN	-0.14	0.26	4.00	52.15	32.80	62.90	-0.15	0.21	6.00	51.03	36.08	63.40	-0.08	0.22	6.00	55.84	38.58	63.96	0.18	0.19	7.00	61.62	53.54	71.72	-0.16	0.18	9.00	54.55	40.40	61.11	-0.05	0.17	9.00	54.63	44.88	60.49	-0.05	0.17	10.00	55.61	46.83	60.98	-0.37	0.16	13.00	40.98	31.22	53.66	-0.51	0.15	14.00	36.89	24.27	49.03	-0.50	0.15	14.00	37.38	25.24	49.51	-0.49	0.15	13.00	37.80	24.88	50.72	-0.64	0.15	14.00	30.48	19.52	41.90	-0.50	0.14	15.00	38.39	23.22	50.71	-0.26	0.14	15.00	49.76	37.91	58.29	-0.19	0.13	16.00	53.55	41.71	59.24	0.06	0.13	15.00	58.17	52.40	63.46	0.06	0.13	15.00	59.13	52.88	64.90	0.00	0.14	15.00	58.17	50.00	62.98	-0.09	0.13	15.00	54.33	45.19	59.62	-0.02	0.13	15.00	56.73	46.15	61.54	0.05	0.14	15.00	59.13	50.00	62.50
Singapore	SGP	2.11	0.19	7.00	97.31	93.01	100.00	2.11	0.18	7.00	96.91	92.27	100.00	2.21	0.17	7.00	97.46	93.91	100.00	2.32	0.16	7.00	98.99	94.44	100.00	2.23	0.16	8.00	97.98	93.94	100.00	2.33	0.15	9.00	98.54	97.07	100.00	2.17	0.14	9.00	98.05	95.12	100.00	2.19	0.14	11.00	98.05	94.63	99.02	2.24	0.15	11.00	98.06	94.66	100.00	2.25	0.14	11.00	98.06	95.63	100.00	2.22	0.14	11.00	98.09	94.74	99.52	2.18	0.14	11.00	98.57	94.29	100.00	2.11	0.15	12.00	96.68	94.31	99.53	2.12	0.14	12.00	97.16	94.79	99.53	2.08	0.13	12.00	96.68	94.79	99.05	2.07	0.13	11.00	96.15	95.19	100.00	2.09	0.13	11.00	96.63	93.75	100.00	2.09	0.14	11.00	97.12	93.75	100.00	2.13	0.13	11.00	97.60	95.67	100.00	2.17	0.14	11.00	99.04	95.19	100.00	2.16	0.14	11.00	99.52	95.19	100.00
Solomon Islands	SLB	0.34	0.44	1.00	65.05	43.01	81.18	0.03	0.36	2.00	55.67	34.02	74.74	-0.36	0.32	3.00	43.65	21.83	61.42	-0.71	0.36	3.00	30.30	3.03	53.54	-0.63	0.35	3.00	31.82	8.08	56.57	-0.37	0.26	4.00	42.93	23.41	56.59	0.04	0.25	4.00	57.56	44.39	67.32	-0.22	0.27	4.00	49.27	29.76	61.95	-0.39	0.26	5.00	40.78	20.39	57.77	-0.37	0.25	5.00	42.23	23.30	59.22	-0.29	0.27	5.00	48.80	24.88	61.24	-0.35	0.26	6.00	44.29	22.86	60.48	-0.34	0.25	6.00	45.50	23.22	59.24	-0.36	0.25	6.00	44.55	24.64	59.72	-0.40	0.26	6.00	42.65	21.80	59.24	-0.28	0.26	6.00	49.04	27.40	59.62	-0.34	0.26	6.00	46.15	23.08	60.10	-0.34	0.26	5.00	43.75	22.12	59.13	0.11	0.27	4.00	59.62	44.23	70.19	0.00	0.27	4.00	57.69	38.94	67.31	-0.01	0.28	4.00	57.21	35.10	66.83
Sierra Leone	SLE	-0.76	0.32	3.00	26.34	4.84	49.46	-0.81	0.27	5.00	25.26	6.70	43.81	-0.89	0.27	5.00	20.81	4.06	37.06	-0.83	0.26	5.00	24.75	4.55	42.42	-0.91	0.23	7.00	18.18	5.56	35.35	-0.91	0.20	8.00	19.02	8.78	33.17	-1.07	0.20	8.00	13.66	2.93	24.39	-1.02	0.20	10.00	16.59	4.88	27.80	-0.91	0.20	10.00	18.93	7.28	33.50	-0.97	0.20	11.00	17.48	4.37	30.10	-0.93	0.18	12.00	19.14	6.70	28.23	-0.77	0.18	12.00	22.38	13.81	38.10	-0.84	0.17	13.00	20.85	12.80	33.65	-0.95	0.13	16.00	18.01	10.43	26.54	-0.91	0.13	16.00	19.91	11.85	28.44	-0.94	0.13	15.00	15.87	11.06	27.40	-0.80	0.13	15.00	22.60	13.46	31.73	-0.82	0.14	14.00	20.19	12.98	32.21	-0.57	0.13	14.00	31.73	22.60	44.23	-0.49	0.13	14.00	37.02	26.44	45.19	-0.41	0.14	13.00	38.46	27.88	50.00
El Salvador	SLV	-0.87	0.24	5.00	21.51	5.91	38.71	-0.77	0.22	5.00	28.87	12.37	42.27	-0.52	0.21	6.00	35.03	23.86	52.79	-0.68	0.19	7.00	31.82	16.67	43.43	-0.37	0.18	8.00	43.94	29.80	56.57	-0.42	0.17	10.00	40.49	26.34	52.20	-0.45	0.17	10.00	41.46	24.88	52.20	-0.30	0.18	11.00	45.37	34.63	56.59	-0.37	0.18	11.00	41.75	28.64	54.85	-0.36	0.18	11.00	43.20	30.10	54.85	-0.25	0.17	13.00	50.72	35.41	59.33	-0.28	0.17	13.00	48.10	34.29	56.67	-0.26	0.16	14.00	50.71	36.97	57.35	-0.41	0.14	15.00	42.18	30.33	52.61	-0.35	0.14	15.00	45.02	34.60	54.03	-0.38	0.14	14.00	43.27	31.73	52.40	-0.42	0.14	14.00	42.31	29.33	52.40	-0.52	0.14	14.00	33.65	23.56	46.15	-0.51	0.13	13.00	37.98	25.00	45.19	-0.60	0.12	14.00	29.81	23.08	40.38	-0.55	0.13	14.00	32.69	24.52	41.83
San Marino	SMR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Somalia	SOM	-1.27	0.32	3.00	5.38	0.00	26.34	-1.40	0.29	4.00	2.06	0.00	19.07	-1.57	0.28	4.00	0.00	0.00	10.15	-1.04	0.32	3.00	12.12	0.00	34.85	-1.57	0.25	5.00	0.51	0.00	9.09	-1.79	0.22	6.00	0.00	0.00	3.41	-1.68	0.22	6.00	0.00	0.00	5.37	-1.73	0.22	6.00	0.00	0.00	3.90	-1.76	0.23	6.00	0.00	0.00	3.40	-1.87	0.23	6.00	0.00	0.00	2.43	-1.72	0.21	8.00	0.00	0.00	3.35	-1.74	0.20	8.00	0.00	0.00	2.38	-1.71	0.20	8.00	0.00	0.00	3.32	-1.59	0.17	9.00	0.00	0.00	4.27	-1.58	0.17	9.00	0.47	0.00	6.16	-1.66	0.17	8.00	0.48	0.00	4.81	-1.62	0.16	9.00	1.44	0.00	5.29	-1.70	0.16	10.00	0.96	0.00	4.81	-1.72	0.14	10.00	0.48	0.00	4.81	-1.80	0.16	10.00	0.00	0.00	2.88	-1.71	0.17	9.00	0.96	0.00	5.29
São Tomé and Principe	STP	0.40	0.34	2.00	66.67	51.08	81.18	0.01	0.28	4.00	55.15	40.21	69.07	0.20	0.27	4.00	61.93	47.21	74.62	-0.07	0.28	4.00	55.05	34.34	69.70	-0.26	0.27	4.00	48.48	27.78	62.12	-0.36	0.24	5.00	43.41	25.37	56.10	-0.54	0.23	5.00	36.59	18.05	52.20	-0.29	0.21	6.00	46.34	31.22	59.02	-0.30	0.21	6.00	47.57	29.61	58.25	-0.30	0.21	6.00	48.06	31.07	59.22	-0.20	0.22	5.00	53.11	33.97	62.68	-0.25	0.21	6.00	49.52	31.90	60.95	-0.18	0.21	6.00	53.55	35.55	63.03	-0.18	0.22	6.00	53.08	35.07	63.03	-0.18	0.22	7.00	54.03	35.55	63.03	0.00	0.22	7.00	57.69	44.23	65.87	-0.05	0.21	7.00	56.25	43.75	65.87	-0.07	0.21	7.00	55.77	40.38	65.38	0.17	0.20	8.00	60.58	51.44	68.27	0.18	0.18	9.00	61.54	52.88	67.79	0.23	0.19	9.00	61.06	51.92	69.71
Suriname	SUR	0.19	0.32	3.00	61.29	46.24	75.27	0.28	0.32	3.00	64.43	48.45	78.35	0.48	0.34	3.00	71.07	55.33	83.76	0.28	0.32	3.00	64.65	47.98	77.78	0.33	0.31	3.00	68.18	53.03	77.27	0.28	0.29	4.00	63.90	51.22	75.61	0.22	0.26	4.00	60.98	51.71	71.71	-0.10	0.24	5.00	55.61	37.56	64.88	-0.01	0.25	5.00	57.28	38.83	69.90	-0.02	0.24	5.00	57.77	39.81	67.48	-0.26	0.21	6.00	50.24	31.10	59.81	-0.33	0.20	7.00	46.67	29.05	56.67	-0.28	0.20	7.00	49.76	32.70	58.29	-0.33	0.19	8.00	45.97	31.28	58.29	-0.28	0.19	8.00	47.87	34.60	59.24	-0.44	0.18	6.00	39.90	26.44	52.88	-0.24	0.17	5.00	50.48	36.54	58.17	-0.30	0.18	5.00	46.15	32.21	57.69	-0.17	0.16	5.00	50.00	41.83	58.65	-0.21	0.17	5.00	48.08	37.02	59.62	-0.39	0.18	5.00	40.38	26.92	51.44
Slovak Republic	SVK	0.22	0.24	5.00	62.90	50.54	73.12	0.09	0.17	7.00	59.28	50.00	66.49	0.23	0.18	8.00	62.94	57.36	71.57	-0.01	0.15	9.00	58.59	47.98	63.64	0.31	0.15	10.00	65.15	59.60	73.74	0.39	0.14	10.00	67.80	60.00	73.66	0.49	0.14	10.00	68.78	63.41	73.66	0.42	0.14	11.00	69.27	60.98	73.66	0.35	0.14	11.00	67.96	59.71	72.33	0.36	0.13	11.00	67.48	61.65	73.30	0.27	0.14	12.00	65.55	59.33	71.29	0.29	0.14	12.00	64.76	60.48	71.90	0.28	0.13	12.00	64.93	58.29	70.62	0.10	0.13	12.00	61.14	54.98	65.88	0.08	0.14	12.00	60.66	54.03	65.40	0.16	0.14	12.00	60.10	54.33	66.35	0.18	0.14	12.00	62.50	55.77	66.83	0.23	0.14	11.00	63.46	57.69	67.31	0.22	0.13	11.00	62.50	57.69	66.35	0.36	0.14	11.00	66.35	59.62	71.63	0.33	0.16	10.00	64.42	59.13	70.67
Slovenia	SVN	1.11	0.28	3.00	81.72	73.66	90.86	1.21	0.19	6.00	85.05	80.41	90.72	0.88	0.17	9.00	80.20	73.60	84.77	0.81	0.15	9.00	78.79	73.23	83.33	0.93	0.15	10.00	81.31	75.76	83.84	1.03	0.15	9.00	83.41	76.10	85.85	0.91	0.14	9.00	80.00	73.17	83.41	1.03	0.15	10.00	82.44	76.59	88.29	1.01	0.14	11.00	80.58	74.27	85.44	0.98	0.13	11.00	80.58	74.27	84.47	1.06	0.14	11.00	81.82	74.64	85.65	0.92	0.13	12.00	79.52	72.38	84.29	0.95	0.14	11.00	79.15	72.99	83.89	0.84	0.12	13.00	76.78	72.51	81.04	0.73	0.13	13.00	74.41	70.14	79.15	0.73	0.13	13.00	74.52	69.23	78.85	0.77	0.13	13.00	76.44	68.75	80.29	0.82	0.13	12.00	77.40	70.19	81.25	0.81	0.12	12.00	79.33	71.15	81.73	0.87	0.13	12.00	80.77	75.00	82.21	0.91	0.14	11.00	80.29	74.04	83.65
Sweden	SWE	2.17	0.21	6.00	98.92	93.01	100.00	2.23	0.19	6.00	98.97	93.30	100.00	2.30	0.20	6.00	98.98	93.91	100.00	2.26	0.18	6.00	97.98	93.43	100.00	2.21	0.19	6.00	97.47	92.93	100.00	2.16	0.18	6.00	97.56	93.17	100.00	2.02	0.17	6.00	97.56	92.68	99.02	2.20	0.16	9.00	98.54	94.63	99.02	2.24	0.17	9.00	98.54	93.69	100.00	2.23	0.16	9.00	97.57	94.66	100.00	2.25	0.17	9.00	99.04	94.74	100.00	2.27	0.18	8.00	99.05	94.76	100.00	2.20	0.16	9.00	98.58	94.31	100.00	2.31	0.15	9.00	99.05	95.73	100.00	2.29	0.15	9.00	98.58	96.21	100.00	2.15	0.14	9.00	98.08	95.19	100.00	2.24	0.14	9.00	98.56	95.67	100.00	2.19	0.15	10.00	98.08	95.19	100.00	2.14	0.13	10.00	98.08	95.19	100.00	2.14	0.14	10.00	98.08	94.71	100.00	2.12	0.16	9.00	98.56	94.71	100.00
Swaziland	SWZ	0.04	0.34	2.00	58.60	35.48	73.12	0.07	0.28	4.00	58.25	42.27	71.13	-0.19	0.27	4.00	51.78	31.47	63.96	-0.26	0.28	4.00	47.98	29.29	63.13	-0.43	0.27	4.00	40.91	20.20	58.59	-0.53	0.23	6.00	35.12	18.05	52.20	-0.47	0.23	6.00	40.49	20.00	54.63	-0.22	0.21	7.00	49.76	34.63	60.00	-0.24	0.21	7.00	50.49	33.50	59.71	-0.22	0.21	7.00	51.46	34.47	60.68	-0.23	0.21	7.00	51.20	33.49	61.24	-0.23	0.19	8.00	50.48	34.29	60.48	-0.35	0.18	9.00	44.55	28.91	56.40	-0.41	0.19	10.00	41.71	27.49	56.40	-0.41	0.19	11.00	41.71	26.07	54.50	-0.43	0.19	10.00	41.35	26.44	53.85	-0.39	0.19	10.00	43.75	26.44	54.81	-0.45	0.20	9.00	37.98	22.12	53.85	-0.27	0.19	9.00	46.15	31.25	58.17	-0.22	0.18	9.00	47.12	35.58	59.62	-0.49	0.18	10.00	35.10	23.56	49.52
Seychelles	SYC	0.55	0.34	2.00	72.58	56.99	81.18	0.33	0.28	4.00	65.46	51.55	77.84	0.45	0.27	4.00	70.05	57.87	82.23	0.34	0.28	4.00	67.68	53.54	78.28	0.41	0.27	4.00	71.21	57.07	77.78	0.27	0.20	6.00	63.41	54.15	72.20	0.23	0.20	6.00	61.46	54.63	70.24	0.12	0.21	6.00	60.00	48.78	70.73	0.19	0.21	6.00	61.17	53.40	72.33	0.39	0.22	5.00	67.96	59.22	74.27	0.43	0.21	6.00	69.86	59.81	74.16	0.45	0.21	6.00	70.48	60.95	74.76	0.42	0.21	6.00	69.67	59.24	73.46	0.42	0.21	7.00	69.67	60.66	73.93	0.44	0.20	8.00	69.19	61.14	74.41	0.44	0.20	8.00	68.27	59.13	75.48	0.88	0.19	8.00	77.88	68.75	84.13	0.78	0.21	7.00	76.92	66.35	81.73	0.68	0.19	8.00	74.52	65.87	81.25	0.70	0.18	8.00	75.96	67.31	81.25	0.97	0.19	8.00	81.25	73.56	88.46
Syrian Arab Republic	SYR	-0.88	0.26	4.00	19.89	3.76	38.71	-0.91	0.23	4.00	20.10	4.12	35.05	-1.03	0.26	4.00	14.21	2.54	31.47	-0.39	0.22	4.00	43.43	27.27	56.06	-0.80	0.22	5.00	24.75	9.09	40.40	-0.82	0.20	7.00	22.93	10.73	36.59	-0.85	0.20	7.00	20.98	11.71	37.56	-1.06	0.17	9.00	14.63	4.88	23.90	-1.10	0.16	10.00	12.14	3.88	19.90	-1.15	0.16	10.00	10.68	3.88	19.42	-1.13	0.17	11.00	11.96	2.87	20.10	-1.13	0.16	11.00	12.86	2.38	20.00	-1.09	0.17	10.00	13.74	3.79	21.33	-1.21	0.17	9.00	9.95	0.47	18.48	-1.26	0.17	9.00	8.53	0.47	16.11	-1.55	0.17	8.00	2.40	0.00	7.69	-1.55	0.17	8.00	1.92	0.00	8.17	-1.57	0.18	7.00	2.40	0.00	8.65	-1.56	0.16	6.00	2.40	0.00	8.17	-1.63	0.18	5.00	1.44	0.00	8.17	-1.69	0.19	5.00	1.44	0.00	7.21
Chad	TCD	-1.38	0.34	2.00	3.23	0.00	25.27	-1.26	0.28	4.00	6.19	0.00	25.26	-1.11	0.27	4.00	11.17	0.00	30.96	-1.15	0.28	4.00	9.09	0.00	31.31	-1.37	0.21	6.00	4.04	0.00	11.11	-1.38	0.19	7.00	4.88	0.00	13.66	-1.51	0.19	7.00	1.46	0.00	10.73	-1.35	0.16	10.00	4.88	0.49	12.20	-1.38	0.16	10.00	3.88	0.00	10.68	-1.52	0.16	10.00	1.46	0.00	4.85	-1.40	0.17	10.00	2.87	0.00	11.00	-1.38	0.17	10.00	2.86	0.48	12.86	-1.33	0.17	10.00	4.74	0.00	15.17	-1.31	0.18	10.00	3.79	0.00	15.17	-1.35	0.18	11.00	4.27	0.00	12.32	-1.32	0.17	11.00	6.25	0.48	13.94	-1.36	0.17	11.00	5.29	0.48	12.02	-1.49	0.17	11.00	4.81	0.00	10.10	-1.43	0.17	11.00	5.29	0.96	12.02	-1.41	0.16	11.00	6.73	0.48	11.06	-1.42	0.17	11.00	5.77	0.96	12.02
Togo	TGO	-0.84	0.32	3.00	24.19	3.23	46.24	-0.80	0.27	5.00	25.77	6.70	44.33	-0.76	0.27	5.00	26.90	6.60	44.67	-0.81	0.26	5.00	25.76	5.05	43.43	-0.92	0.23	6.00	17.68	5.56	35.35	-0.96	0.20	7.00	16.10	7.80	29.27	-0.87	0.20	8.00	20.00	10.73	36.10	-1.04	0.18	10.00	15.61	5.37	24.88	-0.99	0.18	10.00	17.96	5.83	28.16	-0.97	0.18	9.00	16.99	4.85	28.64	-1.02	0.18	9.00	16.75	4.31	24.88	-0.96	0.17	10.00	17.14	7.14	28.10	-1.01	0.16	11.00	17.06	5.69	23.22	-1.00	0.15	11.00	16.11	8.06	26.07	-1.03	0.16	12.00	15.17	6.16	22.75	-0.89	0.15	12.00	18.27	11.06	29.81	-0.72	0.15	13.00	25.48	14.90	38.46	-0.68	0.15	13.00	28.37	15.38	39.42	-0.71	0.14	13.00	25.96	15.38	38.94	-0.73	0.14	13.00	25.48	15.38	36.54	-0.75	0.15	13.00	25.48	15.87	34.13
Thailand	THA	-0.36	0.19	7.00	45.16	30.65	54.30	-0.07	0.17	8.00	54.64	44.33	63.40	-0.19	0.16	8.00	51.27	37.56	58.88	-0.31	0.16	8.00	45.96	33.84	55.56	-0.17	0.15	9.00	53.03	40.91	59.60	-0.23	0.14	11.00	50.73	38.05	56.10	-0.19	0.14	12.00	52.20	42.44	57.07	-0.38	0.13	14.00	40.49	33.17	52.68	-0.37	0.14	15.00	42.23	32.52	53.88	-0.41	0.13	15.00	40.29	32.04	53.40	-0.31	0.13	15.00	46.41	35.89	55.98	-0.33	0.13	14.00	46.19	34.29	54.29	-0.32	0.14	15.00	47.39	34.60	55.45	-0.37	0.13	15.00	44.08	34.12	53.08	-0.34	0.13	15.00	45.97	35.07	54.03	-0.45	0.12	14.00	38.94	29.81	50.00	-0.49	0.12	14.00	37.02	26.92	47.60	-0.39	0.13	14.00	42.31	32.21	50.48	-0.39	0.12	13.00	42.79	30.77	49.52	-0.40	0.13	13.00	40.87	29.33	49.04	-0.41	0.14	12.00	39.42	28.37	50.00
Tajikistan	TJK	-1.27	0.34	2.00	5.91	0.00	29.03	-1.27	0.23	4.00	5.67	0.52	20.62	-1.28	0.21	5.00	5.58	0.00	18.78	-1.17	0.21	6.00	8.08	0.00	25.25	-1.14	0.19	7.00	10.10	1.52	21.72	-1.29	0.18	8.00	8.29	0.98	14.15	-1.17	0.16	9.00	11.71	2.44	18.05	-1.03	0.15	12.00	16.10	6.83	23.90	-1.04	0.15	12.00	15.53	5.83	22.82	-1.18	0.14	12.00	8.25	3.88	17.96	-1.21	0.15	12.00	7.18	1.91	18.18	-1.29	0.15	11.00	4.76	1.43	14.76	-1.22	0.15	12.00	8.06	1.90	17.54	-1.28	0.15	12.00	6.64	0.00	15.17	-1.28	0.17	10.00	7.11	0.47	15.64	-1.13	0.17	11.00	12.50	3.85	20.19	-1.13	0.16	11.00	11.54	3.85	19.23	-1.15	0.16	11.00	12.02	5.77	16.83	-1.33	0.16	10.00	7.69	0.96	12.50	-1.42	0.16	10.00	6.25	0.48	11.06	-1.32	0.16	11.00	9.13	2.88	13.46
Turkmenistan	TKM	-1.02	0.34	2.00	15.59	0.54	38.71	-1.10	0.23	4.00	12.89	0.52	29.90	-1.13	0.22	4.00	9.14	2.03	26.40	-1.27	0.22	4.00	4.55	0.00	21.21	-1.22	0.20	5.00	7.58	0.51	18.69	-1.47	0.19	5.00	2.44	0.00	10.73	-1.46	0.16	6.00	1.95	0.00	10.73	-1.52	0.18	6.00	1.95	0.00	7.32	-1.52	0.17	6.00	1.94	0.00	7.28	-1.50	0.16	6.00	2.43	0.00	5.83	-1.53	0.17	6.00	1.44	0.00	5.74	-1.53	0.16	6.00	1.43	0.00	5.71	-1.54	0.17	6.00	1.42	0.00	5.69	-1.43	0.17	7.00	1.90	0.00	10.90	-1.41	0.17	7.00	2.84	0.00	10.90	-1.31	0.17	7.00	6.73	0.48	13.94	-1.35	0.17	7.00	5.77	0.48	12.98	-1.52	0.17	7.00	4.33	0.00	10.10	-1.48	0.17	7.00	4.33	0.00	10.10	-1.36	0.19	6.00	8.17	0.48	12.98	-1.51	0.18	7.00	3.85	0.00	10.58
Timor-Leste	TMP	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.21	0.36	2.00	49.49	26.26	68.69	-0.22	0.32	4.00	50.51	26.77	64.14	-0.30	0.30	5.00	47.32	23.90	60.49	-0.56	0.24	5.00	35.12	17.56	52.20	-0.60	0.23	6.00	32.68	17.56	48.78	-0.65	0.23	8.00	30.10	16.02	48.54	-0.65	0.22	8.00	31.07	15.53	48.54	-0.80	0.20	9.00	23.44	11.96	37.80	-0.76	0.20	8.00	23.81	13.81	40.48	-0.81	0.20	8.00	22.27	12.32	38.86	-0.74	0.21	8.00	26.54	12.80	42.65	-0.68	0.20	8.00	28.91	15.17	45.02	-0.53	0.21	7.00	35.58	20.19	52.40	-0.52	0.22	6.00	36.54	19.23	52.88	-0.51	0.22	6.00	34.62	16.83	52.88	-0.54	0.23	5.00	34.62	16.35	50.48	-0.47	0.20	6.00	38.46	22.60	51.44	-0.38	0.21	6.00	41.35	25.96	54.33
Tonga	TON	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.20	0.57	1.00	50.00	12.37	76.80	-0.40	0.39	2.00	40.10	13.71	63.45	-0.54	0.44	2.00	34.34	5.05	61.11	-0.50	0.43	2.00	35.86	8.08	62.12	-0.43	0.29	3.00	39.51	18.05	56.59	-1.33	0.27	3.00	5.37	0.00	18.05	-1.34	0.31	3.00	5.37	0.00	21.46	-1.04	0.31	3.00	15.05	0.97	35.44	-0.66	0.31	3.00	30.10	9.71	53.40	-0.68	0.30	4.00	27.27	10.05	53.59	-0.33	0.30	4.00	45.71	20.95	62.38	-0.33	0.30	4.00	46.45	21.33	62.56	-0.32	0.30	4.00	46.92	22.27	62.56	-0.28	0.30	4.00	47.39	22.27	63.03	-0.31	0.33	3.00	47.12	20.19	62.02	-0.47	0.30	4.00	38.94	14.90	57.69	-0.45	0.30	4.00	38.46	15.38	59.13	-0.16	0.29	4.00	51.44	29.33	64.42	-0.07	0.26	4.00	54.81	37.02	65.38	-0.35	0.26	4.00	41.83	24.52	59.13
