Swaziland	SWZ	-0.27	0.36	2.00	44.57	21.20	64.13	-0.40	0.30	4.00	32.64	17.10	56.48	-0.42	0.28	4.00	33.85	16.41	55.38	-0.16	0.28	4.00	47.96	27.55	62.76	-0.37	0.23	4.00	41.84	21.43	54.59	-0.63	0.23	5.00	26.60	15.27	46.31	-0.51	0.19	5.00	34.31	21.57	48.04	-0.51	0.21	6.00	32.84	20.59	50.49	-0.65	0.21	6.00	26.21	16.50	42.23	-0.57	0.20	6.00	31.07	18.45	46.60	-0.54	0.20	6.00	33.01	21.05	45.93	-0.60	0.20	7.00	29.19	18.66	42.58	-0.64	0.20	7.00	28.44	19.43	41.71	-0.55	0.21	7.00	32.23	21.80	45.02	-0.35	0.20	7.00	39.34	26.54	53.08	-0.46	0.21	7.00	33.65	24.52	49.52	-0.51	0.20	7.00	33.17	21.63	48.08	-0.58	0.21	6.00	29.33	17.79	45.67	-0.56	0.21	6.00	30.77	15.87	45.67	-0.62	0.21	6.00	29.81	13.46	42.79	-0.61	0.19	7.00	29.33	15.38	40.87
Seychelles	SYC	0.31	0.39	1.00	63.59	38.59	77.17	-0.46	0.31	3.00	30.05	14.51	55.44	-0.81	0.29	3.00	19.49	9.23	37.95	-0.65	0.30	3.00	26.53	12.24	46.94	-0.12	0.24	3.00	50.51	32.14	63.27	-0.87	0.21	5.00	18.23	9.85	32.02	-0.03	0.18	5.00	53.43	43.63	60.29	-0.62	0.22	5.00	27.45	17.16	45.59	-0.85	0.22	5.00	19.90	10.19	32.52	-0.66	0.21	5.00	27.67	16.02	44.66	-0.55	0.20	6.00	32.54	20.57	45.93	-0.50	0.20	6.00	34.93	22.97	47.37	-0.38	0.20	6.00	37.44	26.07	52.13	-0.28	0.21	7.00	43.13	28.91	54.03	-0.28	0.20	7.00	44.55	30.33	53.55	-0.33	0.21	7.00	40.87	28.37	53.85	-0.09	0.20	7.00	50.00	36.54	60.58	-0.26	0.21	6.00	44.71	27.88	56.25	-0.18	0.20	7.00	47.12	31.73	60.58	-0.16	0.20	7.00	48.08	33.65	61.54	-0.15	0.21	7.00	49.04	34.13	62.02
Syrian Arab Republic	SYR	-1.07	0.31	4.00	14.67	4.89	25.54	-1.25	0.34	4.00	9.33	4.15	23.83	-1.26	0.32	4.00	9.74	4.62	21.54	-1.01	0.23	5.00	16.33	7.14	27.55	-1.02	0.20	5.00	16.33	8.16	24.49	-1.10	0.20	6.00	13.79	6.40	21.18	-0.98	0.17	6.00	17.65	9.80	25.00	-1.36	0.19	8.00	8.33	2.45	15.20	-1.31	0.19	9.00	8.25	2.91	16.50	-1.14	0.19	9.00	13.11	4.85	19.90	-0.96	0.18	9.00	18.18	8.13	26.32	-0.90	0.17	9.00	19.62	9.09	28.71	-0.95	0.19	8.00	19.91	8.06	28.44	-1.53	0.22	7.00	4.27	1.90	11.37	-1.55	0.22	7.00	4.27	1.42	10.43	-1.69	0.22	7.00	3.85	1.92	7.69	-1.64	0.22	7.00	4.33	1.92	6.73	-1.67	0.25	5.00	3.85	1.92	7.69	-1.83	0.23	5.00	3.37	0.96	5.77	-1.74	0.23	5.00	3.37	1.92	7.21	-1.76	0.23	5.00	3.37	1.92	6.73
Chad	TCD	-1.23	0.36	2.00	10.33	2.17	25.00	-0.89	0.30	4.00	17.10	7.25	32.12	-0.75	0.28	4.00	20.51	11.28	37.95	-0.89	0.25	5.00	19.90	7.14	35.20	-0.91	0.20	6.00	18.88	10.20	28.06	-0.85	0.20	7.00	18.72	11.33	31.53	-1.24	0.17	7.00	10.78	4.41	18.63	-1.10	0.18	9.00	14.71	6.86	21.08	-1.13	0.18	9.00	13.11	5.83	20.87	-1.18	0.18	9.00	12.14	4.85	18.45	-1.06	0.17	9.00	14.83	5.74	23.92	-1.07	0.17	9.00	14.35	6.70	23.44	-1.03	0.17	9.00	16.11	8.06	24.17	-1.07	0.18	9.00	13.27	7.58	24.17	-0.99	0.18	9.00	17.06	8.53	26.07	-1.16	0.19	9.00	10.58	4.33	21.15	-1.21	0.18	9.00	9.13	4.33	16.83	-1.18	0.19	9.00	9.62	4.81	18.27	-1.21	0.18	9.00	9.13	4.33	15.87	-1.11	0.18	9.00	11.54	6.25	18.75	-1.12	0.18	9.00	11.06	6.73	19.71
Togo	TGO	-0.39	0.37	2.00	36.96	16.30	62.50	-0.44	0.29	5.00	31.61	16.58	54.92	-0.61	0.27	5.00	25.13	13.33	43.59	-0.69	0.23	6.00	24.49	14.80	42.86	-0.64	0.19	6.00	25.51	17.35	43.88	-0.76	0.19	7.00	21.67	13.79	36.45	-0.79	0.17	7.00	22.06	15.69	33.33	-0.88	0.18	8.00	20.10	12.25	28.92	-0.94	0.18	8.00	18.45	9.71	26.70	-0.95	0.18	8.00	16.99	8.25	26.70	-0.86	0.17	8.00	22.01	11.00	30.14	-0.88	0.16	9.00	20.10	11.48	28.71	-1.00	0.16	9.00	18.48	8.06	24.17	-0.84	0.18	9.00	22.27	11.37	32.23	-0.92	0.18	9.00	20.38	9.95	29.86	-0.82	0.18	9.00	22.60	10.58	32.21	-0.82	0.18	9.00	23.08	12.50	31.25	-0.79	0.18	9.00	22.60	12.02	32.21	-0.79	0.18	9.00	21.63	11.54	32.21	-0.65	0.18	9.00	26.44	14.42	36.54	-0.68	0.17	9.00	25.96	13.46	36.54
Thailand	THA	0.06	0.28	6.00	57.61	36.41	65.76	0.11	0.26	7.00	56.99	37.31	68.91	0.49	0.22	7.00	68.21	58.46	80.00	0.18	0.20	8.00	59.18	48.47	67.35	0.38	0.17	8.00	66.33	56.63	70.41	0.23	0.18	9.00	62.56	51.23	67.00	0.47	0.16	9.00	63.24	58.82	71.08	0.24	0.18	10.00	57.84	52.45	65.69	0.14	0.18	10.00	56.80	50.97	65.05	0.21	0.18	10.00	57.77	51.94	65.53	0.22	0.17	10.00	57.42	51.20	66.03	0.17	0.17	10.00	56.46	48.80	65.55	0.20	0.16	11.00	56.40	51.18	66.82	0.24	0.18	11.00	58.77	52.13	68.72	0.23	0.17	11.00	58.29	52.13	67.77	0.27	0.18	11.00	61.54	52.40	70.67	0.29	0.17	11.00	63.46	53.85	71.63	0.17	0.18	11.00	60.10	49.52	68.27	0.14	0.18	10.00	59.62	47.60	68.75	0.10	0.18	10.00	59.13	46.15	65.87	0.12	0.18	10.00	60.58	48.08	66.35
Tajikistan	TJK	-1.52	0.36	2.00	5.98	1.09	17.39	-1.35	0.30	4.00	7.77	4.15	18.13	-1.12	0.28	5.00	13.33	6.67	24.10	-1.27	0.24	7.00	9.69	4.08	20.41	-1.06	0.19	7.00	15.31	7.14	21.43	-1.07	0.20	8.00	14.78	6.40	21.67	-1.12	0.17	9.00	13.24	7.35	21.08	-1.11	0.19	10.00	14.22	6.86	21.08	-1.13	0.19	10.00	13.59	5.83	20.87	-1.09	0.17	10.00	15.53	5.34	20.87	-1.07	0.17	10.00	14.35	5.74	23.44	-1.02	0.16	10.00	17.22	7.18	23.92	-0.98	0.16	10.00	19.43	9.00	25.59	-1.00	0.17	10.00	17.54	8.53	25.12	-1.06	0.18	9.00	15.17	7.58	24.17	-1.02	0.19	10.00	14.90	7.21	27.40	-1.02	0.18	10.00	13.94	6.25	26.44	-1.09	0.19	10.00	12.02	5.77	23.08	-1.06	0.20	8.00	12.02	5.77	25.00	-1.05	0.21	8.00	12.50	6.25	24.04	-1.01	0.20	9.00	12.02	7.21	25.96
Turkmenistan	TKM	-1.38	0.36	2.00	8.15	1.63	22.83	-1.89	0.30	4.00	4.15	0.00	7.25	-1.86	0.28	4.00	3.59	0.00	8.21	-1.91	0.24	5.00	2.04	0.00	5.61	-1.83	0.20	5.00	2.55	0.00	3.57	-1.99	0.21	5.00	1.97	0.00	3.45	-1.85	0.17	6.00	1.96	0.98	3.92	-2.13	0.20	6.00	1.47	0.00	2.45	-2.05	0.20	6.00	2.43	0.00	2.43	-2.02	0.20	6.00	2.43	0.00	2.43	-1.99	0.19	6.00	2.39	0.48	2.87	-2.04	0.18	6.00	2.39	0.48	2.39	-2.02	0.18	6.00	1.90	0.47	2.37	-2.07	0.19	7.00	1.42	0.00	2.37	-2.09	0.19	7.00	1.42	0.00	2.37	-2.06	0.20	7.00	1.92	0.00	2.88	-2.07	0.19	7.00	1.92	0.00	2.40	-2.09	0.20	7.00	1.92	0.00	2.88	-2.00	0.21	6.00	1.92	0.00	3.37	-1.98	0.25	5.00	2.88	0.00	4.33	-1.96	0.21	6.00	2.88	0.96	4.33
Timor-Leste	TMP	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-1.22	0.37	1.00	11.22	2.55	28.06	-1.23	0.26	2.00	10.71	2.55	20.41	-1.11	0.29	3.00	12.81	4.93	26.11	-1.14	0.20	3.00	12.25	5.88	21.57	-1.52	0.25	4.00	4.41	2.45	13.24	-1.61	0.26	5.00	3.88	2.43	11.65	-1.36	0.22	6.00	6.31	2.43	16.02	-1.15	0.20	7.00	11.00	5.26	22.97	-1.11	0.20	7.00	13.40	5.26	23.44	-1.04	0.20	7.00	15.17	6.64	25.59	-1.02	0.20	7.00	16.11	8.06	27.49	-0.98	0.21	7.00	17.54	8.06	27.96	-0.89	0.23	7.00	19.23	8.17	32.21	-0.97	0.22	6.00	15.87	6.25	29.33	-0.98	0.24	6.00	13.94	6.25	28.85	-0.74	0.25	5.00	24.04	11.06	38.46	-0.79	0.22	6.00	20.67	9.62	36.06	-0.78	0.22	6.00	20.19	9.62	36.06
Tonga	TON	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-1.14	0.58	1.00	12.44	2.59	43.01	-0.63	0.50	2.00	24.62	6.67	59.49	-1.09	0.54	2.00	13.78	1.02	45.92	-1.16	0.43	2.00	13.27	2.04	37.76	-0.74	0.26	3.00	22.17	11.33	44.83	-0.50	0.20	3.00	34.80	21.08	49.02	-0.67	0.27	3.00	24.51	14.22	47.06	-0.70	0.28	3.00	23.79	12.14	47.57	-0.77	0.24	4.00	21.84	12.14	40.29	-0.58	0.22	5.00	31.10	18.66	46.41	-0.58	0.22	5.00	30.62	18.66	45.45	-0.59	0.22	5.00	30.81	19.91	43.13	-0.63	0.23	5.00	28.91	17.06	43.60	-0.63	0.24	5.00	29.86	15.64	45.02	-0.41	0.28	4.00	36.54	21.15	54.33	-0.42	0.25	5.00	37.02	22.12	53.85	-0.41	0.27	5.00	37.50	19.23	53.85	-0.40	0.26	5.00	37.02	19.71	57.21	-0.35	0.27	5.00	37.98	20.67	58.65	-0.33	0.27	5.00	39.90	20.67	60.58
Trinidad and Tobago	TTO	0.60	0.31	4.00	69.57	58.15	83.70	0.68	0.30	5.00	73.58	59.07	86.01	0.67	0.25	6.00	73.33	63.59	82.56	0.74	0.23	6.00	72.96	64.29	82.65	0.73	0.20	6.00	72.96	66.33	80.61	0.66	0.20	7.00	70.94	64.53	78.82	0.61	0.17	7.00	67.65	61.27	75.49	0.67	0.21	7.00	70.59	61.27	79.90	0.63	0.22	7.00	71.36	59.22	79.61	0.62	0.22	6.00	69.42	58.25	79.13	0.56	0.22	6.00	67.46	56.94	77.03	0.52	0.23	6.00	68.90	54.55	76.56	0.42	0.23	6.00	63.98	54.03	75.83	0.24	0.22	7.00	58.29	47.87	70.62	0.27	0.22	7.00	59.72	48.82	72.51	0.23	0.22	7.00	60.58	49.04	72.12	0.15	0.20	8.00	56.73	48.08	68.75	0.09	0.21	8.00	56.73	44.71	67.79	0.03	0.24	6.00	56.73	37.50	66.83	-0.10	0.19	8.00	50.48	36.06	62.50	-0.15	0.19	8.00	49.52	35.10	61.06
Tunisia	TUN	0.14	0.31	4.00	60.87	36.96	70.65	-0.02	0.27	6.00	53.37	30.05	66.32	-0.02	0.25	6.00	53.85	32.82	65.13	-0.12	0.20	8.00	50.00	36.22	61.22	0.03	0.18	8.00	55.10	45.41	64.29	-0.09	0.17	9.00	50.25	39.90	60.59	-0.08	0.16	9.00	52.45	43.63	57.35	0.11	0.17	10.00	55.88	49.51	63.24	0.03	0.17	10.00	54.37	46.60	62.14	0.06	0.17	10.00	54.85	47.09	61.65	0.00	0.16	10.00	53.11	44.98	58.85	-0.03	0.16	10.00	52.63	41.63	57.89	-0.19	0.16	10.00	46.92	35.07	54.50	-0.19	0.16	11.00	46.45	35.55	54.98	-0.33	0.16	12.00	40.76	30.81	50.24	-0.38	0.16	12.00	39.42	28.37	49.52	-0.41	0.16	12.00	37.98	28.37	49.52	-0.47	0.16	12.00	33.17	24.04	46.63	-0.41	0.18	10.00	36.06	25.96	50.96	-0.51	0.16	11.00	32.69	20.67	43.27	-0.44	0.16	11.00	35.58	23.56	48.08
Turkey	TUR	0.10	0.28	6.00	59.24	36.96	69.02	0.50	0.26	7.00	68.39	56.48	79.27	0.35	0.22	8.00	64.62	53.85	74.87	0.10	0.20	9.00	58.67	44.90	65.82	0.04	0.17	9.00	56.12	47.45	64.80	0.06	0.18	10.00	56.65	46.80	64.53	0.28	0.16	10.00	60.78	54.41	65.20	0.29	0.18	11.00	59.31	53.92	67.16	0.32	0.18	11.00	62.14	53.40	69.42	0.26	0.18	11.00	59.22	53.40	66.99	0.28	0.16	12.00	59.81	53.11	66.99	0.30	0.16	12.00	59.81	53.11	69.38	0.37	0.15	13.00	62.09	54.98	71.09	0.42	0.16	13.00	64.93	56.40	73.46	0.43	0.16	13.00	64.93	56.87	73.46	0.40	0.17	13.00	66.35	54.81	73.08	0.27	0.16	13.00	62.50	53.85	69.71	0.20	0.17	12.00	61.06	51.92	68.27	0.04	0.18	10.00	57.21	41.83	65.38	0.02	0.18	10.00	54.81	42.79	63.94	-0.01	0.17	11.00	54.81	40.87	63.94
Tuvalu	TUV	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.39	0.92	1.00	66.15	12.82	98.46	0.30	0.91	1.00	62.76	12.24	97.96	0.26	0.59	1.00	63.27	24.49	85.71	-0.04	0.30	2.00	53.69	31.53	65.52	-0.41	0.21	2.00	40.69	24.02	52.94	-0.73	0.30	2.00	23.04	11.27	46.57	-0.82	0.34	2.00	21.84	6.31	46.12	-1.09	0.32	2.00	15.05	3.40	30.58	-1.01	0.32	2.00	15.79	4.78	33.97	-1.15	0.33	2.00	11.48	2.87	28.71	-1.25	0.25	3.00	9.00	2.84	22.27	-1.23	0.27	3.00	9.95	2.37	23.70	-1.30	0.28	3.00	8.53	2.37	22.75	-0.88	0.31	3.00	20.19	5.77	39.42	-0.69	0.29	3.00	28.37	11.06	47.12	-0.59	0.32	3.00	28.85	11.06	52.88	-0.79	0.31	3.00	22.12	8.17	41.35	-0.57	0.32	3.00	30.29	11.54	53.85	-0.56	0.32	3.00	30.77	11.54	53.37
Taiwan. China	TWN	0.87	0.28	6.00	76.63	64.67	89.13	1.06	0.28	6.00	84.46	70.98	92.75	1.15	0.24	6.00	84.62	75.90	93.33	1.05	0.21	7.00	81.12	70.92	88.78	1.04	0.18	7.00	80.61	72.96	88.27	1.16	0.19	7.00	83.74	76.85	91.13	0.93	0.16	7.00	76.96	70.10	83.82	0.84	0.19	8.00	73.53	65.69	84.80	0.95	0.20	8.00	79.13	69.42	86.41	1.00	0.20	8.00	79.61	71.84	87.86	1.04	0.19	8.00	80.86	73.68	88.04	1.12	0.20	8.00	82.78	75.60	91.39	1.12	0.19	8.00	82.46	75.83	91.00	1.19	0.21	8.00	86.26	75.83	92.42	1.14	0.21	8.00	84.36	75.36	91.47	1.30	0.22	8.00	89.42	79.33	92.79	1.35	0.21	8.00	89.42	79.81	93.27	1.29	0.22	8.00	87.02	78.85	92.31	1.37	0.21	8.00	89.42	80.77	94.23	1.38	0.21	8.00	89.90	81.73	94.23	1.40	0.21	8.00	90.38	81.73	96.15
Tanzania	TZA	-0.44	0.31	4.00	31.52	17.39	58.15	-0.40	0.27	6.00	33.16	18.65	55.44	-0.24	0.25	6.00	41.03	24.10	58.97	-0.55	0.21	7.00	32.14	19.90	45.92	-0.50	0.18	8.00	32.65	20.92	47.96	-0.47	0.17	9.00	35.47	21.67	48.28	-0.50	0.16	9.00	35.29	24.02	46.57	-0.39	0.18	9.00	40.69	23.53	51.47	-0.41	0.18	9.00	37.86	22.33	50.97	-0.51	0.17	9.00	33.98	21.36	47.09	-0.44	0.16	10.00	36.36	25.36	47.85	-0.42	0.16	10.00	36.36	26.32	47.85	-0.42	0.16	10.00	36.49	26.54	47.87	-0.39	0.17	11.00	37.91	27.49	48.34	-0.33	0.17	11.00	41.23	30.33	52.13	-0.33	0.17	11.00	41.35	29.33	51.44	-0.37	0.17	11.00	40.38	28.37	49.52	-0.44	0.17	11.00	35.58	24.52	48.56	-0.58	0.17	11.00	29.81	17.31	40.38	-0.62	0.16	11.00	29.33	15.38	36.54	-0.64	0.16	11.00	27.88	15.38	37.98
Uganda	UGA	-0.03	0.31	4.00	53.80	26.63	65.22	0.20	0.27	6.00	60.10	39.90	72.54	0.06	0.25	6.00	56.41	35.38	67.69	-0.04	0.21	7.00	53.57	40.82	63.27	-0.04	0.18	8.00	54.59	43.88	62.76	-0.03	0.17	9.00	54.68	43.84	62.56	-0.27	0.16	9.00	46.08	32.35	53.43	-0.24	0.17	10.00	46.57	30.39	54.90	-0.22	0.17	10.00	48.54	31.55	55.34	-0.23	0.17	10.00	47.09	33.50	53.88	-0.18	0.16	10.00	47.85	35.89	54.07	-0.17	0.16	10.00	47.37	35.89	54.07	-0.16	0.16	11.00	47.87	36.49	54.98	-0.24	0.17	11.00	44.55	32.70	53.55	-0.24	0.17	11.00	45.50	32.70	53.55	-0.22	0.17	11.00	46.63	32.69	54.33	-0.26	0.17	11.00	45.67	31.25	53.85	-0.21	0.17	11.00	46.15	32.21	55.29	-0.22	0.17	11.00	45.67	32.21	57.21	-0.25	0.16	11.00	43.27	32.21	54.81	-0.37	0.16	11.00	37.98	27.40	50.96
Ukraine	UKR	-0.42	0.28	5.00	33.70	21.20	57.07	-0.76	0.25	7.00	22.28	10.88	36.27	-0.53	0.23	8.00	29.23	15.38	44.10	-0.58	0.20	9.00	30.10	19.39	43.37	-0.56	0.17	9.00	30.10	18.88	44.90	-0.40	0.18	9.00	39.41	24.63	49.75	-0.54	0.16	9.00	32.35	21.57	45.59	-0.52	0.18	10.00	31.86	21.08	47.06	-0.43	0.17	11.00	36.41	22.33	50.97	-0.53	0.18	11.00	33.01	20.39	46.60	-0.57	0.17	11.00	32.06	22.49	43.54	-0.52	0.16	11.00	33.97	23.44	43.54	-0.60	0.15	12.00	29.86	21.80	39.81	-0.60	0.17	12.00	29.86	21.80	41.71	-0.62	0.17	12.00	30.33	21.80	39.81	-0.63	0.17	12.00	29.33	18.27	40.38	-0.59	0.17	12.00	29.81	19.71	42.31	-0.43	0.17	11.00	36.06	24.52	48.56	-0.32	0.18	10.00	40.38	28.37	54.33	-0.30	0.18	10.00	40.87	29.81	54.33	-0.26	0.18	10.00	42.31	31.25	56.25
Uruguay	URY	0.84	0.31	4.00	75.00	64.13	89.67	0.84	0.30	5.00	76.68	65.28	89.64	0.70	0.25	6.00	74.36	64.10	83.08	0.53	0.21	7.00	68.37	59.18	75.51	0.31	0.18	7.00	64.29	54.59	68.88	0.26	0.18	8.00	64.04	53.20	68.47	0.40	0.16	8.00	62.75	57.35	70.10	0.37	0.19	8.00	62.25	54.90	70.59	0.28	0.20	8.00	59.71	52.43	68.45	0.26	0.20	7.00	58.74	52.43	67.96	0.38	0.18	9.00	63.16	54.07	72.25	0.39	0.17	9.00	63.64	54.07	74.16	0.44	0.17	9.00	64.93	55.45	75.36	0.44	0.18	10.00	65.88	56.40	74.41	0.54	0.18	10.00	68.72	58.77	75.83	0.53	0.19	10.00	69.23	60.10	75.48	0.42	0.18	10.00	67.31	56.25	73.08	0.49	0.19	10.00	69.23	60.10	75.96	0.66	0.20	9.00	73.56	65.38	79.81	0.51	0.18	10.00	70.19	62.50	75.48	0.51	0.18	10.00	70.19	62.50	74.52
United States	USA	1.59	0.28	6.00	95.65	83.70	99.46	1.67	0.28	6.00	95.34	86.53	99.48	1.76	0.24	6.00	95.38	89.74	100.00	1.60	0.23	6.00	93.88	84.18	100.00	1.60	0.20	6.00	92.86	86.73	99.49	1.57	0.21	6.00	92.61	85.22	99.51	1.61	0.17	6.00	95.59	88.73	100.00	1.64	0.21	7.00	95.59	88.24	100.00	1.49	0.22	7.00	91.75	83.98	98.54	1.53	0.23	7.00	93.20	84.47	99.03	1.40	0.22	7.00	89.95	80.38	97.13	1.45	0.24	7.00	91.87	81.82	98.56	1.46	0.22	8.00	91.94	81.99	97.16	1.30	0.23	8.00	87.68	77.73	95.26	1.27	0.22	8.00	86.73	77.25	94.31	1.28	0.23	8.00	88.94	78.85	92.79	1.26	0.22	8.00	85.58	76.92	92.31	1.50	0.23	8.00	91.83	84.13	97.12	1.63	0.22	8.00	92.79	86.54	98.08	1.62	0.22	8.00	92.79	86.06	98.08	1.35	0.22	8.00	88.94	78.85	95.19
Uzbekistan	UZB	-1.78	0.51	2.00	2.72	0.00	17.39	-2.13	0.34	4.00	2.07	0.00	6.74	-2.10	0.30	6.00	2.05	0.00	6.67	-1.52	0.22	8.00	5.61	2.04	12.24	-1.45	0.18	8.00	5.10	2.55	12.24	-1.62	0.19	8.00	3.94	1.97	8.37	-1.49	0.17	8.00	5.39	1.96	10.78	-1.61	0.19	9.00	3.92	2.45	8.82	-1.49	0.19	9.00	4.85	2.43	11.65	-1.37	0.18	9.00	5.83	2.43	15.53	-1.47	0.17	9.00	5.74	2.39	9.57	-1.55	0.16	9.00	4.78	2.39	7.18	-1.56	0.15	10.00	3.79	2.37	8.06	-1.58	0.16	11.00	3.32	1.90	8.53	-1.60	0.16	11.00	3.32	1.42	8.06	-1.71	0.18	11.00	3.37	1.92	5.29	-1.64	0.17	11.00	3.85	1.92	5.29	-1.62	0.18	10.00	4.33	2.40	7.69	-1.26	0.19	9.00	8.65	3.37	14.90	-1.08	0.19	9.00	12.02	6.25	22.12	-0.99	0.19	9.00	12.98	7.21	25.96
St. Vincent and the Grenadines	VCT	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.30	0.58	1.00	64.77	24.35	87.56	0.23	0.52	1.00	61.54	24.62	82.56	0.20	0.56	1.00	61.22	21.94	83.67	0.24	0.54	1.00	62.24	25.51	82.14	0.16	0.26	3.00	59.11	45.81	68.97	1.22	0.20	3.00	84.31	75.49	92.65	0.89	0.27	3.00	76.96	64.22	88.24	0.74	0.29	3.00	72.82	58.74	86.41	0.54	0.27	3.00	66.99	54.85	79.13	0.59	0.27	3.00	69.38	55.50	80.38	0.45	0.28	3.00	65.55	53.11	77.99	0.42	0.27	3.00	63.51	52.61	76.30	0.38	0.28	3.00	63.03	49.76	75.83	0.35	0.29	3.00	62.56	47.87	75.83	0.36	0.29	3.00	64.90	49.52	75.48	0.27	0.25	4.00	62.02	49.52	72.60	0.28	0.26	4.00	63.94	49.04	74.04	0.25	0.25	4.00	63.46	47.12	73.08	0.26	0.25	4.00	62.98	48.08	73.56	0.21	0.25	4.00	62.50	46.63	72.60
Venezuela. RB	VEN	-0.31	0.28	6.00	40.22	23.37	61.41	-0.27	0.26	7.00	39.38	23.83	57.51	-0.52	0.22	7.00	29.74	16.41	44.10	-0.64	0.20	8.00	27.04	18.37	42.86	-1.02	0.17	8.00	16.84	8.67	21.43	-1.10	0.18	9.00	13.30	6.40	20.69	-1.11	0.16	9.00	14.22	7.35	20.59	-1.21	0.18	10.00	11.76	4.41	18.63	-1.44	0.18	10.00	5.83	2.43	12.14	-1.39	0.18	10.00	5.34	2.43	14.56	-1.59	0.17	10.00	4.31	2.39	5.74	-1.62	0.17	10.00	3.83	2.39	6.70	-1.48	0.16	11.00	6.16	2.37	9.00	-1.52	0.18	11.00	4.74	2.37	9.95	-1.63	0.17	11.00	2.84	1.42	7.58	-1.82	0.18	11.00	2.88	1.44	4.33	-1.88	0.17	11.00	2.40	0.48	4.33	-2.00	0.18	11.00	2.40	0.00	3.37	-1.96	0.19	10.00	2.40	0.48	3.37	-2.36	0.19	10.00	0.00	0.00	1.92	-2.36	0.19	10.00	0.48	0.00	2.40
Virgin Islands (U.S.)	VIR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.28	0.32	1.00	86.70	73.40	99.51	1.11	0.21	1.00	82.84	71.08	90.69	0.61	0.31	1.00	69.61	55.88	83.82	0.63	0.37	1.00	70.39	53.88	86.41	0.64	0.38	1.00	70.87	53.88	86.89	0.65	0.41	1.00	72.25	52.63	87.56	0.64	0.46	1.00	73.68	48.80	89.95	0.64	0.46	1.00	72.99	49.29	91.00	0.60	0.50	1.00	72.04	45.02	91.00	0.61	0.50	1.00	71.09	45.50	90.05	0.53	0.51	1.00	70.19	42.79	89.42	0.54	0.46	1.00	70.19	47.12	88.46	0.87	0.49	1.00	78.37	55.29	92.31	0.84	0.47	1.00	77.88	57.21	91.83	0.82	0.49	1.00	77.40	56.25	92.31	1.23	0.49	1.00	86.06	66.83	99.52
Vietnam	VNM	-0.60	0.29	5.00	25.54	14.13	49.46	-0.69	0.28	6.00	24.35	12.44	40.41	-0.73	0.24	7.00	22.05	12.82	37.44	-0.72	0.21	8.00	22.45	14.29	40.82	-0.56	0.18	8.00	29.59	18.88	44.90	-0.56	0.18	9.00	29.56	18.23	46.31	-0.60	0.16	9.00	28.92	20.59	43.63	-0.62	0.19	10.00	27.94	18.14	44.12	-0.56	0.19	10.00	30.10	19.42	46.60	-0.62	0.18	10.00	30.10	17.96	43.69	-0.62	0.17	10.00	28.23	20.57	39.23	-0.62	0.16	10.00	28.71	19.62	40.67	-0.60	0.16	11.00	30.33	21.80	41.71	-0.67	0.17	11.00	27.96	19.43	37.91	-0.64	0.17	11.00	28.44	20.38	38.39	-0.59	0.18	11.00	30.77	19.23	42.79	-0.48	0.18	11.00	35.58	25.00	48.08	-0.45	0.19	11.00	35.10	23.56	48.56	-0.40	0.18	11.00	36.54	26.44	51.92	-0.35	0.18	10.00	37.50	27.40	53.85	-0.26	0.18	10.00	41.83	30.77	56.25
Vanuatu	VUT	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.42	0.58	1.00	32.12	7.25	68.91	-0.43	0.50	2.00	33.33	9.74	66.15	-1.10	0.54	2.00	12.76	1.02	45.41	-1.27	0.43	2.00	9.69	1.53	28.57	-0.37	0.26	3.00	40.89	20.69	57.14	0.25	0.20	3.00	59.80	51.96	66.18	0.01	0.27	3.00	54.41	38.73	64.22	-0.42	0.28	3.00	36.89	19.42	54.37	-0.67	0.24	4.00	26.70	16.02	46.12	-0.66	0.24	4.00	26.79	14.83	44.98	-0.75	0.24	4.00	24.40	11.48	39.71	-0.67	0.23	4.00	27.49	14.22	42.18	-0.73	0.25	4.00	25.12	11.85	41.23	-0.52	0.25	4.00	32.70	18.48	48.34	-0.32	0.28	4.00	41.83	25.96	55.29	-0.35	0.25	5.00	42.31	25.96	54.33	-0.29	0.27	5.00	43.27	24.04	59.13	-0.33	0.26	5.00	39.42	23.08	57.69	-0.46	0.27	5.00	35.10	15.38	54.33	-0.46	0.27	5.00	35.10	15.87	53.37
